domain_id,domain_name,objective_id,objective_name,objective_text,control_id,control_name,specification_text,level,question_id,question_text
01,Access Control,01.0,7 Mobile Computing and Teleworking,To ensure the security of information when using mobile computing devices and teleworking facilities.,01.y,"Teleworking
","A policy, operational plans and procedures shall be developed and implemented for teleworking activities.",2,10,"The matter of the existing physical security of the teleworking sites, taking into account the physical security of the building and the local environment, has been addressed."
01,Access Control,01.0,7 Mobile Computing and Teleworking,To ensure the security of information when using mobile computing devices and teleworking facilities.,01.y,"Teleworking
","A policy, operational plans and procedures shall be developed and implemented for teleworking activities.",2,20,The matter of the proposed physical teleworking environment has been addressed.
01,Access Control,01.0,7 Mobile Computing and Teleworking,To ensure the security of information when using mobile computing devices and teleworking facilities.,01.y,"Teleworking
","A policy, operational plans and procedures shall be developed and implemented for teleworking activities.",2,30,"The matter of the threat of unauthorized access to information or resources from other persons using the accommodation, e.g. family and friends has been addressed."
01,Access Control,01.0,7 Mobile Computing and Teleworking,To ensure the security of information when using mobile computing devices and teleworking facilities.,01.y,"Teleworking
","A policy, operational plans and procedures shall be developed and implemented for teleworking activities.",2,40,The matter of policies and procedures to prevent disputes concerning rights to intellectual property developed on privately owned equipment has been addressed.
01,Access Control,01.0,7 Mobile Computing and Teleworking,To ensure the security of information when using mobile computing devices and teleworking facilities.,01.y,"Teleworking
","A policy, operational plans and procedures shall be developed and implemented for teleworking activities.",2,50,"The matter of access to privately owned equipment (to check the security of the machine or during an investigation), which may be prevented by legislation has been addressed."
01,Access Control,01.0,7 Mobile Computing and Teleworking,To ensure the security of information when using mobile computing devices and teleworking facilities.,01.y,"Teleworking
","A policy, operational plans and procedures shall be developed and implemented for teleworking activities.",2,60,"The matter of software licensing agreements that are such that organizations may become liable for licensing for client software on workstations owned privately by employees, contractors or third party users has been addressed."
01,Access Control,01.0,7 Mobile Computing and Teleworking,To ensure the security of information when using mobile computing devices and teleworking facilities.,01.y,"Teleworking
","A policy, operational plans and procedures shall be developed and implemented for teleworking activities.",2,70,Examined the organization's security policy to ensure that teleworking activities are only authorized by management if they are satisfied that appropriate security arrangements and controls are in place.
01,Access Control,01.0,7 Mobile Computing and Teleworking,To ensure the security of information when using mobile computing devices and teleworking facilities.,01.y,"Teleworking
","A policy, operational plans and procedures shall be developed and implemented for teleworking activities.",3,10,"Guidelines and arrangements addressed include the provision of suitable equipment and storage furniture for the teleworking activities, where the use of privately owned equipment that is not under the control of the organization is not allowed."
01,Access Control,01.0,7 Mobile Computing and Teleworking,To ensure the security of information when using mobile computing devices and teleworking facilities.,01.y,"Teleworking
","A policy, operational plans and procedures shall be developed and implemented for teleworking activities.",3,20,"Guidelines and arrangements addressed include a definition of the work permitted, the hours of work, the classification of information that may be held and the internal systems and services that the teleworker is authorized to access."
01,Access Control,01.0,7 Mobile Computing and Teleworking,To ensure the security of information when using mobile computing devices and teleworking facilities.,01.y,"Teleworking
","A policy, operational plans and procedures shall be developed and implemented for teleworking activities.",3,30,"Guidelines and arrangements addressed include the provision of suitable communication equipment, including methods for securing remote access."
01,Access Control,01.0,7 Mobile Computing and Teleworking,To ensure the security of information when using mobile computing devices and teleworking facilities.,01.y,"Teleworking
","A policy, operational plans and procedures shall be developed and implemented for teleworking activities.",3,40,Guidelines and arrangements addressed include physical security.
01,Access Control,01.0,7 Mobile Computing and Teleworking,To ensure the security of information when using mobile computing devices and teleworking facilities.,01.y,"Teleworking
","A policy, operational plans and procedures shall be developed and implemented for teleworking activities.",3,50,Guidelines and arrangements addressed include rules and guidance on family and visitor access to equipment and information.
01,Access Control,01.0,7 Mobile Computing and Teleworking,To ensure the security of information when using mobile computing devices and teleworking facilities.,01.y,"Teleworking
","A policy, operational plans and procedures shall be developed and implemented for teleworking activities.",3,60,Guidelines and arrangements addressed include the provision of hardware and software support and maintenance.
01,Access Control,01.0,7 Mobile Computing and Teleworking,To ensure the security of information when using mobile computing devices and teleworking facilities.,01.y,"Teleworking
","A policy, operational plans and procedures shall be developed and implemented for teleworking activities.",3,70,Guidelines and arrangements addressed include the provision of insurance.
01,Access Control,01.0,7 Mobile Computing and Teleworking,To ensure the security of information when using mobile computing devices and teleworking facilities.,01.y,"Teleworking
","A policy, operational plans and procedures shall be developed and implemented for teleworking activities.",3,80,Guidelines and arrangements addressed include the procedures for back-up and business continuity.
01,Access Control,01.0,7 Mobile Computing and Teleworking,To ensure the security of information when using mobile computing devices and teleworking facilities.,01.y,"Teleworking
","A policy, operational plans and procedures shall be developed and implemented for teleworking activities.",3,90,Guidelines and arrangements addressed include audit and security monitoring.
01,Access Control,01.0,7 Mobile Computing and Teleworking,To ensure the security of information when using mobile computing devices and teleworking facilities.,01.y,"Teleworking
","A policy, operational plans and procedures shall be developed and implemented for teleworking activities.",3,100,"All personnel working from home are instructed to implement fundamental security controls and practices, including passwords, virus protection, and personal firewalls."
01,Access Control,01.0,7 Mobile Computing and Teleworking,To ensure the security of information when using mobile computing devices and teleworking facilities.,01.y,"Teleworking
","A policy, operational plans and procedures shall be developed and implemented for teleworking activities.",3,110,Remote access is limited only to information resources required by home users to complete job duties.
01,Access Control,01.0,7 Mobile Computing and Teleworking,To ensure the security of information when using mobile computing devices and teleworking facilities.,01.y,"Teleworking
","A policy, operational plans and procedures shall be developed and implemented for teleworking activities.",3,120,Any organization-owned equipment is required to be used only for business purposes by authorized employees.
02,HR Security,02.0,1 Prior to Employment,"To ensure that employees, contractors and third party users are suitable for the roles for which they are being considered, to reduce the risk of fraud, theft, or misuse of facilities.",02.a,"Roles and Responsibilities
","Security roles and responsibilities of employees, contractors and third party users shall be defined and documented in accordance with the organization's information security policy.",1,10,"The organization develops, disseminates, and reviews/updates annually a formal, documented personnel security policy that addresses purpose, scope, roles, responsibilities, management commitment, coordination among organizational entities, and compliance."
02,HR Security,02.0,1 Prior to Employment,"To ensure that employees, contractors and third party users are suitable for the roles for which they are being considered, to reduce the risk of fraud, theft, or misuse of facilities.",02.a,"Roles and Responsibilities
","Security roles and responsibilities of employees, contractors and third party users shall be defined and documented in accordance with the organization's information security policy.",1,20,"Formal, documented procedures are defined to facilitate the implementation of the personnel security policy and associated personnel security controls."
02,HR Security,02.0,1 Prior to Employment,"To ensure that employees, contractors and third party users are suitable for the roles for which they are being considered, to reduce the risk of fraud, theft, or misuse of facilities.",02.a,"Roles and Responsibilities
","Security roles and responsibilities of employees, contractors and third party users shall be defined and documented in accordance with the organization's information security policy.",1,30,Roles and responsibilities state that all employees must implement and act in accordance with the organization's information security policies.
02,HR Security,02.0,1 Prior to Employment,"To ensure that employees, contractors and third party users are suitable for the roles for which they are being considered, to reduce the risk of fraud, theft, or misuse of facilities.",02.a,"Roles and Responsibilities
","Security roles and responsibilities of employees, contractors and third party users shall be defined and documented in accordance with the organization's information security policy.",1,40,"Roles and responsibilities state that all employees must protect assets from unauthorized access, disclosure, modification, destruction or interference."
02,HR Security,02.0,1 Prior to Employment,"To ensure that employees, contractors and third party users are suitable for the roles for which they are being considered, to reduce the risk of fraud, theft, or misuse of facilities.",02.a,"Roles and Responsibilities
","Security roles and responsibilities of employees, contractors and third party users shall be defined and documented in accordance with the organization's information security policy.",1,50,Roles and responsibilities state that all employees must ensure responsibility is assigned to the individual for actions taken.
02,HR Security,02.0,1 Prior to Employment,"To ensure that employees, contractors and third party users are suitable for the roles for which they are being considered, to reduce the risk of fraud, theft, or misuse of facilities.",02.a,"Roles and Responsibilities
","Security roles and responsibilities of employees, contractors and third party users shall be defined and documented in accordance with the organization's information security policy.",1,60,Roles and responsibilities state that all employees must report security events or potential events or other security risks to the organization.
02,HR Security,02.0,1 Prior to Employment,"To ensure that employees, contractors and third party users are suitable for the roles for which they are being considered, to reduce the risk of fraud, theft, or misuse of facilities.",02.a,"Roles and Responsibilities
","Security roles and responsibilities of employees, contractors and third party users shall be defined and documented in accordance with the organization's information security policy.",1,70,Security roles and responsibilities are defined and clearly communicated to job candidates during the pre-employment process.
02,HR Security,02.0,1 Prior to Employment,"To ensure that employees, contractors and third party users are suitable for the roles for which they are being considered, to reduce the risk of fraud, theft, or misuse of facilities.",02.a,"Roles and Responsibilities
","Security roles and responsibilities of employees, contractors and third party users shall be defined and documented in accordance with the organization's information security policy.",1,80,"Security roles and responsibilities, as laid down in the organization's information security policy, as well as any involvement in processing covered information are documented in relevant job descriptions."
02,HR Security,02.0,1 Prior to Employment,"To ensure that employees, contractors and third party users are suitable for the roles for which they are being considered, to reduce the risk of fraud, theft, or misuse of facilities.",02.a,"Roles and Responsibilities
","Security roles and responsibilities of employees, contractors and third party users shall be defined and documented in accordance with the organization's information security policy.",2,10,"The organization defines the roles, responsibilities and authority of all security personnel, including organizational business unit security resources (points of contact) (see 05.a)."
02,HR Security,02.0,1 Prior to Employment,"To ensure that employees, contractors and third party users are suitable for the roles for which they are being considered, to reduce the risk of fraud, theft, or misuse of facilities.",02.a,"Roles and Responsibilities
","Security roles and responsibilities of employees, contractors and third party users shall be defined and documented in accordance with the organization's information security policy.",2,20,"The organization assigns criticality/sensitivity risk designations as appropriate, establish screening criteria, and review and revise designations annually. "
02,HR Security,02.0,1 Prior to Employment,"To ensure that employees, contractors and third party users are suitable for the roles for which they are being considered, to reduce the risk of fraud, theft, or misuse of facilities.",02.b,Screening,"Background verification checks on all candidates for employment, contractors, and third party users shall be carried out in accordance with relevant laws, regulations and ethics, and proportional to the business requirements, the classification of the information to be accessed, and the perceived risks.",1,10,"Verification checks take into account all relevant privacy, protection of covered data and/or employment based legislation."
02,HR Security,02.0,1 Prior to Employment,"To ensure that employees, contractors and third party users are suitable for the roles for which they are being considered, to reduce the risk of fraud, theft, or misuse of facilities.",02.b,Screening,"Background verification checks on all candidates for employment, contractors, and third party users shall be carried out in accordance with relevant laws, regulations and ethics, and proportional to the business requirements, the classification of the information to be accessed, and the perceived risks.",1,20,Verification checks include the availability of satisfactory character references.
02,HR Security,02.0,1 Prior to Employment,"To ensure that employees, contractors and third party users are suitable for the roles for which they are being considered, to reduce the risk of fraud, theft, or misuse of facilities.",02.b,Screening,"Background verification checks on all candidates for employment, contractors, and third party users shall be carried out in accordance with relevant laws, regulations and ethics, and proportional to the business requirements, the classification of the information to be accessed, and the perceived risks.",1,30,Verification checks include a check (for completeness and accuracy) of the applicant's curriculum vitae.
02,HR Security,02.0,1 Prior to Employment,"To ensure that employees, contractors and third party users are suitable for the roles for which they are being considered, to reduce the risk of fraud, theft, or misuse of facilities.",02.b,Screening,"Background verification checks on all candidates for employment, contractors, and third party users shall be carried out in accordance with relevant laws, regulations and ethics, and proportional to the business requirements, the classification of the information to be accessed, and the perceived risks.",1,40,Verification checks include confirmation of claimed academic and professional qualifications.
02,HR Security,02.0,1 Prior to Employment,"To ensure that employees, contractors and third party users are suitable for the roles for which they are being considered, to reduce the risk of fraud, theft, or misuse of facilities.",02.b,Screening,"Background verification checks on all candidates for employment, contractors, and third party users shall be carried out in accordance with relevant laws, regulations and ethics, and proportional to the business requirements, the classification of the information to be accessed, and the perceived risks.",1,50,Verification checks include independent identity check (passport or similar document).
02,HR Security,02.0,1 Prior to Employment,"To ensure that employees, contractors and third party users are suitable for the roles for which they are being considered, to reduce the risk of fraud, theft, or misuse of facilities.",02.b,Screening,"Background verification checks on all candidates for employment, contractors, and third party users shall be carried out in accordance with relevant laws, regulations and ethics, and proportional to the business requirements, the classification of the information to be accessed, and the perceived risks.",1,60,All applicants are required to complete an I-9 form to verify that they are eligible to work in the United States.
02,HR Security,02.0,1 Prior to Employment,"To ensure that employees, contractors and third party users are suitable for the roles for which they are being considered, to reduce the risk of fraud, theft, or misuse of facilities.",02.b,Screening,"Background verification checks on all candidates for employment, contractors, and third party users shall be carried out in accordance with relevant laws, regulations and ethics, and proportional to the business requirements, the classification of the information to be accessed, and the perceived risks.",1,70,"Where a job, either on initial appointment or on promotion, involves the person having access to covered information, a verification check is conducted that, at a minimum, verify the identity, current address and previous employment of such staff."
02,HR Security,02.0,1 Prior to Employment,"To ensure that employees, contractors and third party users are suitable for the roles for which they are being considered, to reduce the risk of fraud, theft, or misuse of facilities.",02.b,Screening,"Background verification checks on all candidates for employment, contractors, and third party users shall be carried out in accordance with relevant laws, regulations and ethics, and proportional to the business requirements, the classification of the information to be accessed, and the perceived risks.",1,80,Criteria and limitations for verification checks are defined.
02,HR Security,02.0,1 Prior to Employment,"To ensure that employees, contractors and third party users are suitable for the roles for which they are being considered, to reduce the risk of fraud, theft, or misuse of facilities.",02.b,Screening,"Background verification checks on all candidates for employment, contractors, and third party users shall be carried out in accordance with relevant laws, regulations and ethics, and proportional to the business requirements, the classification of the information to be accessed, and the perceived risks.",1,90,Information on all candidates being considered for positions within the organization is collected and handled in accordance with any appropriate legislation existing in the relevant jurisdiction.
02,HR Security,02.0,1 Prior to Employment,"To ensure that employees, contractors and third party users are suitable for the roles for which they are being considered, to reduce the risk of fraud, theft, or misuse of facilities.",02.b,Screening,"Background verification checks on all candidates for employment, contractors, and third party users shall be carried out in accordance with relevant laws, regulations and ethics, and proportional to the business requirements, the classification of the information to be accessed, and the perceived risks.",2,10,"If there has been a long gap, at a minimum five years, between recruitment and the date of the employee starting, the organization repeats the screening process, or key elements of it."
02,HR Security,02.0,1 Prior to Employment,"To ensure that employees, contractors and third party users are suitable for the roles for which they are being considered, to reduce the risk of fraud, theft, or misuse of facilities.",02.b,Screening,"Background verification checks on all candidates for employment, contractors, and third party users shall be carried out in accordance with relevant laws, regulations and ethics, and proportional to the business requirements, the classification of the information to be accessed, and the perceived risks.",2,20,The organization has an HR representative as a single point of contact for performing the screening process on applicants.
02,HR Security,02.0,1 Prior to Employment,"To ensure that employees, contractors and third party users are suitable for the roles for which they are being considered, to reduce the risk of fraud, theft, or misuse of facilities.",02.b,Screening,"Background verification checks on all candidates for employment, contractors, and third party users shall be carried out in accordance with relevant laws, regulations and ethics, and proportional to the business requirements, the classification of the information to be accessed, and the perceived risks.",2,30,The organization has developed a standard criteria screening process to be carried out on all applicants.
02,HR Security,02.0,1 Prior to Employment,"To ensure that employees, contractors and third party users are suitable for the roles for which they are being considered, to reduce the risk of fraud, theft, or misuse of facilities.",02.b,Screening,"Background verification checks on all candidates for employment, contractors, and third party users shall be carried out in accordance with relevant laws, regulations and ethics, and proportional to the business requirements, the classification of the information to be accessed, and the perceived risks.",2,40,The organization screens individuals requiring access to organizational information and before authorizing access.
02,HR Security,02.0,1 Prior to Employment,"To ensure that employees, contractors and third party users are suitable for the roles for which they are being considered, to reduce the risk of fraud, theft, or misuse of facilities.",02.b,Screening,"Background verification checks on all candidates for employment, contractors, and third party users shall be carried out in accordance with relevant laws, regulations and ethics, and proportional to the business requirements, the classification of the information to be accessed, and the perceived risks.",2,50,The organization has assigned risk designation to all positions and established criteria for individuals filling those positions.
02,HR Security,02.0,1 Prior to Employment,"To ensure that employees, contractors and third party users are suitable for the roles for which they are being considered, to reduce the risk of fraud, theft, or misuse of facilities.",02.b,Screening,"Background verification checks on all candidates for employment, contractors, and third party users shall be carried out in accordance with relevant laws, regulations and ethics, and proportional to the business requirements, the classification of the information to be accessed, and the perceived risks.",2,60,"Applicants are screened in accordance with applicable regional policies/procedures that may require screening for prior health, drug use, and motor vehicle driving record."
02,HR Security,02.0,1 Prior to Employment,"To ensure that employees, contractors and third party users are suitable for the roles for which they are being considered, to reduce the risk of fraud, theft, or misuse of facilities.",02.b,Screening,"Background verification checks on all candidates for employment, contractors, and third party users shall be carried out in accordance with relevant laws, regulations and ethics, and proportional to the business requirements, the classification of the information to be accessed, and the perceived risks.",2,70,Criminal background checks are undertaken prior to employment.
02,HR Security,02.0,1 Prior to Employment,"To ensure that employees, contractors and third party users are suitable for the roles for which they are being considered, to reduce the risk of fraud, theft, or misuse of facilities.",02.b,Screening,"Background verification checks on all candidates for employment, contractors, and third party users shall be carried out in accordance with relevant laws, regulations and ethics, and proportional to the business requirements, the classification of the information to be accessed, and the perceived risks.",2,80,Position criticality and sensitivity risk designations are reviewed and updated annually.
02,HR Security,02.0,1 Prior to Employment,"To ensure that employees, contractors and third party users are suitable for the roles for which they are being considered, to reduce the risk of fraud, theft, or misuse of facilities.",02.b,Screening,"Background verification checks on all candidates for employment, contractors, and third party users shall be carried out in accordance with relevant laws, regulations and ethics, and proportional to the business requirements, the classification of the information to be accessed, and the perceived risks.",3,10,The organization has specifically defined an individual who performs all screening checks.
02,HR Security,02.0,1 Prior to Employment,"To ensure that employees, contractors and third party users are suitable for the roles for which they are being considered, to reduce the risk of fraud, theft, or misuse of facilities.",02.b,Screening,"Background verification checks on all candidates for employment, contractors, and third party users shall be carried out in accordance with relevant laws, regulations and ethics, and proportional to the business requirements, the classification of the information to be accessed, and the perceived risks.",3,20,The organization has documented and maintains a list of all screened applicants with assigned risk.
02,HR Security,02.0,1 Prior to Employment,"To ensure that employees, contractors and third party users are suitable for the roles for which they are being considered, to reduce the risk of fraud, theft, or misuse of facilities.",02.b,Screening,"Background verification checks on all candidates for employment, contractors, and third party users shall be carried out in accordance with relevant laws, regulations and ethics, and proportional to the business requirements, the classification of the information to be accessed, and the perceived risks.",3,30,Credit checks are carried out for personnel who will have access to financial information.
02,HR Security,02.0,1 Prior to Employment,"To ensure that employees, contractors and third party users are suitable for the roles for which they are being considered, to reduce the risk of fraud, theft, or misuse of facilities.",02.b,Screening,"Background verification checks on all candidates for employment, contractors, and third party users shall be carried out in accordance with relevant laws, regulations and ethics, and proportional to the business requirements, the classification of the information to be accessed, and the perceived risks.",CMS,10,Appropriate personnel are required to obtain and hold a high-risk security clearance as defined in the DHHS Personnel Security/Suitability Handbook.
02,HR Security,02.0,2 During On-Boarding,"To ensure agreements are signed by employees, contractors and third party users of information assets on their security roles and responsibilities at the time of their employment or engagement, prior to access being granted.",02.c,Terms and Conditions of Employment,"As part of their contractual obligation, employees, contractors and third party users shall agree and sign the terms and conditions of their employment contract, which shall include their responsibilities for information security.",1,10,Privileges are not granted until the terms and conditions of employment have been satisfied and agreements have been signed.
02,HR Security,02.0,2 During On-Boarding,"To ensure agreements are signed by employees, contractors and third party users of information assets on their security roles and responsibilities at the time of their employment or engagement, prior to access being granted.",02.c,Terms and Conditions of Employment,"As part of their contractual obligation, employees, contractors and third party users shall agree and sign the terms and conditions of their employment contract, which shall include their responsibilities for information security.",1,20,The terms and conditions of employment reflect the organization's security policy.
02,HR Security,02.0,2 During On-Boarding,"To ensure agreements are signed by employees, contractors and third party users of information assets on their security roles and responsibilities at the time of their employment or engagement, prior to access being granted.",02.c,Terms and Conditions of Employment,"As part of their contractual obligation, employees, contractors and third party users shall agree and sign the terms and conditions of their employment contract, which shall include their responsibilities for information security.",1,30,"All employees, contractors and third party users who are given access to covered information must sign a confidentiality or non-disclosure agreement prior to being given access to information assets."
02,HR Security,02.0,2 During On-Boarding,"To ensure agreements are signed by employees, contractors and third party users of information assets on their security roles and responsibilities at the time of their employment or engagement, prior to access being granted.",02.c,Terms and Conditions of Employment,"As part of their contractual obligation, employees, contractors and third party users shall agree and sign the terms and conditions of their employment contract, which shall include their responsibilities for information security.",1,40,"The employee's, contractor's and any other user's legal responsibilities and rights are included in the terms and conditions."
02,HR Security,02.0,2 During On-Boarding,"To ensure agreements are signed by employees, contractors and third party users of information assets on their security roles and responsibilities at the time of their employment or engagement, prior to access being granted.",02.c,Terms and Conditions of Employment,"As part of their contractual obligation, employees, contractors and third party users shall agree and sign the terms and conditions of their employment contract, which shall include their responsibilities for information security.",1,50,"The responsibilities for the classification of information and management of organizational assets associated with information systems and services handled by the employee, contractor or third party users are included in the terms and conditions."
02,HR Security,02.0,2 During On-Boarding,"To ensure agreements are signed by employees, contractors and third party users of information assets on their security roles and responsibilities at the time of their employment or engagement, prior to access being granted.",02.c,Terms and Conditions of Employment,"As part of their contractual obligation, employees, contractors and third party users shall agree and sign the terms and conditions of their employment contract, which shall include their responsibilities for information security.",1,60,"The responsibilities of the employee, contractor or third party user for the handling of information received from other companies or external parties are included in the terms and conditions."
02,HR Security,02.0,2 During On-Boarding,"To ensure agreements are signed by employees, contractors and third party users of information assets on their security roles and responsibilities at the time of their employment or engagement, prior to access being granted.",02.c,Terms and Conditions of Employment,"As part of their contractual obligation, employees, contractors and third party users shall agree and sign the terms and conditions of their employment contract, which shall include their responsibilities for information security.",1,70,"The responsibilities of the organization for the handling of covered information, including covered information created as a result of, or in the course of, employment with the organization are included in the terms and conditions."
02,HR Security,02.0,2 During On-Boarding,"To ensure agreements are signed by employees, contractors and third party users of information assets on their security roles and responsibilities at the time of their employment or engagement, prior to access being granted.",02.c,Terms and Conditions of Employment,"As part of their contractual obligation, employees, contractors and third party users shall agree and sign the terms and conditions of their employment contract, which shall include their responsibilities for information security.",1,80,The responsibilities that are extended outside the organization's premises and outside normal working hours are included in the terms and conditions.
02,HR Security,02.0,2 During On-Boarding,"To ensure agreements are signed by employees, contractors and third party users of information assets on their security roles and responsibilities at the time of their employment or engagement, prior to access being granted.",02.c,Terms and Conditions of Employment,"As part of their contractual obligation, employees, contractors and third party users shall agree and sign the terms and conditions of their employment contract, which shall include their responsibilities for information security.",1,90,"The actions to be taken if the employee, contractor or third party user disregards the organization's security requirements are included in the terms and conditions."
02,HR Security,02.0,2 During On-Boarding,"To ensure agreements are signed by employees, contractors and third party users of information assets on their security roles and responsibilities at the time of their employment or engagement, prior to access being granted.",02.c,Terms and Conditions of Employment,"As part of their contractual obligation, employees, contractors and third party users shall agree and sign the terms and conditions of their employment contract, which shall include their responsibilities for information security.",1,100,Conditions relating to security policy survive the completion of the employment in perpetuity.
02,HR Security,02.0,2 During On-Boarding,"To ensure agreements are signed by employees, contractors and third party users of information assets on their security roles and responsibilities at the time of their employment or engagement, prior to access being granted.",02.c,Terms and Conditions of Employment,"As part of their contractual obligation, employees, contractors and third party users shall agree and sign the terms and conditions of their employment contract, which shall include their responsibilities for information security.",1,110,"The organization ensures that employees, contractors and third party users agree to terms and conditions concerning information security."
02,HR Security,02.0,2 During On-Boarding,"To ensure agreements are signed by employees, contractors and third party users of information assets on their security roles and responsibilities at the time of their employment or engagement, prior to access being granted.",02.c,Terms and Conditions of Employment,"As part of their contractual obligation, employees, contractors and third party users shall agree and sign the terms and conditions of their employment contract, which shall include their responsibilities for information security.",2,10,The terms and conditions of employment include reference to the penalties that are possible when breach of the information security policy is identified.
02,HR Security,02.0,2 During On-Boarding,"To ensure agreements are signed by employees, contractors and third party users of information assets on their security roles and responsibilities at the time of their employment or engagement, prior to access being granted.",02.c,Terms and Conditions of Employment,"As part of their contractual obligation, employees, contractors and third party users shall agree and sign the terms and conditions of their employment contract, which shall include their responsibilities for information security.",2,20,The terms and conditions of employment ensure that conditions relating to confidentiality of personal health information survive the completion of the employment for the maximum period allowed under applicable federal and state laws and regulations.
02,HR Security,02.0,2 During On-Boarding,"To ensure agreements are signed by employees, contractors and third party users of information assets on their security roles and responsibilities at the time of their employment or engagement, prior to access being granted.",02.c,Terms and Conditions of Employment,"As part of their contractual obligation, employees, contractors and third party users shall agree and sign the terms and conditions of their employment contract, which shall include their responsibilities for information security.",2,30,"With respect to clinical staff, the terms and conditions of employment specify what rights of access such staff will have to the records of subjects of care and to the associated health information systems in the event of third-party claims."
02,HR Security,02.0,2 During On-Boarding,"To ensure agreements are signed by employees, contractors and third party users of information assets on their security roles and responsibilities at the time of their employment or engagement, prior to access being granted.",02.c,Terms and Conditions of Employment,"As part of their contractual obligation, employees, contractors and third party users shall agree and sign the terms and conditions of their employment contract, which shall include their responsibilities for information security.",2,40,A list of all authorized signed Non-Disclosure Agreement forms is maintained.
02,HR Security,02.0,2 During On-Boarding,"To ensure agreements are signed by employees, contractors and third party users of information assets on their security roles and responsibilities at the time of their employment or engagement, prior to access being granted.",02.c,Terms and Conditions of Employment,"As part of their contractual obligation, employees, contractors and third party users shall agree and sign the terms and conditions of their employment contract, which shall include their responsibilities for information security.",2,50,This list is kept up to date to reflect personnel changes and departures.
02,HR Security,02.0,2 During On-Boarding,"To ensure agreements are signed by employees, contractors and third party users of information assets on their security roles and responsibilities at the time of their employment or engagement, prior to access being granted.",02.c,Terms and Conditions of Employment,"As part of their contractual obligation, employees, contractors and third party users shall agree and sign the terms and conditions of their employment contract, which shall include their responsibilities for information security.",2,60,Responsibilities contained within the terms and conditions of employment continue for a defined period after the end of the employment.
02,HR Security,02.0,2 During On-Boarding,"To ensure agreements are signed by employees, contractors and third party users of information assets on their security roles and responsibilities at the time of their employment or engagement, prior to access being granted.",02.c,Terms and Conditions of Employment,"As part of their contractual obligation, employees, contractors and third party users shall agree and sign the terms and conditions of their employment contract, which shall include their responsibilities for information security.",CMS,10,The access agreements are reviewed and updated as part of the system security authorization or when a contract is renewed or extended.
02,HR Security,02.0,2 During On-Boarding,"To ensure agreements are signed by employees, contractors and third party users of information assets on their security roles and responsibilities at the time of their employment or engagement, prior to access being granted.",02.c,Terms and Conditions of Employment,"As part of their contractual obligation, employees, contractors and third party users shall agree and sign the terms and conditions of their employment contract, which shall include their responsibilities for information security.",CMS,20,The organization reviews/updates the access agreements as part of the system security authorization or when a contract is renewed or extended.
02,HR Security,02.0,2 During On-Boarding,"To ensure agreements are signed by employees, contractors and third party users of information assets on their security roles and responsibilities at the time of their employment or engagement, prior to access being granted.",02.c,Terms and Conditions of Employment,"As part of their contractual obligation, employees, contractors and third party users shall agree and sign the terms and conditions of their employment contract, which shall include their responsibilities for information security.",CMS,30,The organization ensures that individuals requiring access to CMS information or information systems sign appropriate access agreements prior to being granted access.
02,HR Security,02.0,2 During On-Boarding,"To ensure agreements are signed by employees, contractors and third party users of information assets on their security roles and responsibilities at the time of their employment or engagement, prior to access being granted.",02.c,Terms and Conditions of Employment,"As part of their contractual obligation, employees, contractors and third party users shall agree and sign the terms and conditions of their employment contract, which shall include their responsibilities for information security.",CMS,40,The organization reviews and updates the access agreements as part of the system security authorization or when a contract is renewed or extended.
02,HR Security,02.0,3 During Employment,"To ensure that employees, contractors and third party users are aware of information security threats and concerns, their responsibilities and liabilities, and are equipped to support organizational security policy in the course of their normal work, and to reduce the risk of human error.",02.d,"Management Responsibilities
","Management shall require employees, and where applicable contractors and third party users, to apply security in accordance with established policies and procedures of the organization.",1,10,"All employees, contractors and third party users are properly briefed on their information security roles and responsibilities prior to being granted access to covered information or information systems."
02,HR Security,02.0,3 During Employment,"To ensure that employees, contractors and third party users are aware of information security threats and concerns, their responsibilities and liabilities, and are equipped to support organizational security policy in the course of their normal work, and to reduce the risk of human error.",02.d,"Management Responsibilities
","Management shall require employees, and where applicable contractors and third party users, to apply security in accordance with established policies and procedures of the organization.",1,20,"All employees, contractors and third party users are provided with guidelines to state security expectations of their role within the organization."
